timestamp;partition;offset;key;value
1746992107542;0;0;1;"{""orderId"":""1"",""status"":""ORDER_PAID"",""data"":""Payment successful"",""amtToBePaid"":0,""items"":null,""correlationId"":""4f916084-8d49-471e-9d56-b53a1b3ec938"",""timestamp"":1746992107533}"
